episode,agent,opponent,goals_scored,goals_conceded,result
3840,base2,base,2,3,lose
3841,base,base2,2,3,lose
3841,base2,base,3,2,win
3842,base,base2,2,3,lose
3842,base2,base,2,3,lose
3843,base,base2,3,2,win
3843,base2,base,2,3,lose
3844,base,base2,2,3,lose
3844,base2,base,2,3,lose
3845,base,base2,3,2,win
3845,base2,base,2,3,lose
3846,base,base2,2,3,lose
3846,base2,base,2,3,lose
3847,base,base2,3,2,win
3847,base2,base,3,2,win
3848,base,base2,2,3,lose
3848,base2,base,2,3,lose
3849,base,base2,2,3,lose
3849,base2,base,2,3,lose
3850,base,base2,2,3,lose
3850,base2,base,3,2,win
3851,base,base2,2,3,lose
3851,base2,base,2,3,lose
3852,base,base2,3,2,win
3852,base2,base,3,2,win
3853,base,base2,3,2,win
3853,base2,base,2,3,lose
3854,base,base2,2,3,lose
3854,base2,base,2,3,lose
3855,base,base2,3,2,win
3855,base2,base,2,3,lose
3856,base,base2,2,3,lose
3856,base2,base,2,3,lose
3857,base,base2,3,2,win
3857,base2,base,2,3,lose
3858,base,base2,2,3,lose
3858,base2,base,3,2,win
3859,base,base2,3,2,win
3859,base2,base,2,3,lose
3860,base,base2,3,2,win
3860,base2,base,3,2,win
3861,base,base2,3,2,win
3861,base2,base,2,3,lose
3862,base,base2,2,3,lose
3862,base2,base,2,3,lose
3863,base,base2,3,2,win
3863,base2,base,3,2,win
3864,base,base2,2,3,lose
3864,base2,base,3,2,win
3865,base,base2,3,2,win
3865,base2,base,2,3,lose
3866,base,base2,3,2,win
3866,base2,base,3,2,win
3867,base,base2,2,3,lose
3867,base2,base,2,3,lose
3868,base,base2,2,3,lose
3868,base2,base,2,3,lose
3869,base,base2,2,3,lose
3869,base2,base,2,3,lose
3870,base,base2,2,3,lose
3870,base2,base,3,2,win
3871,base,base2,2,3,lose
3871,base2,base,3,2,win
3872,base,base2,2,3,lose
3872,base2,base,2,3,lose
3873,base,base2,3,2,win
3873,base2,base,3,2,win
3874,base,base2,2,3,lose
3874,base2,base,3,2,win
3875,base,base2,3,2,win
3875,base2,base,2,3,lose
3876,base,base2,3,2,win
3876,base2,base,3,2,win
3877,base,base2,3,2,win
3877,base2,base,2,3,lose
3878,base,base2,3,2,win
3878,base2,base,2,3,lose
3879,base,base2,2,3,lose
3879,base2,base,2,3,lose
3880,base,base2,3,2,win
3880,base2,base,3,2,win
3881,base,base2,3,2,win
3881,base2,base,3,2,win
3882,base,base2,3,2,win
3882,base2,base,2,3,lose
3883,base,base2,2,3,lose
3883,base2,base,3,2,win
3884,base,base2,3,2,win
3884,base2,base,2,3,lose
3885,base,base2,3,2,win
3885,base2,base,2,3,lose
3886,base,base2,2,3,lose
3886,base2,base,3,2,win
3887,base,base2,3,2,win
3887,base2,base,3,2,win
3888,base,base2,2,3,lose
3888,base2,base,2,3,lose
3889,base,base2,3,2,win
3889,base2,base,2,3,lose
3890,base,base2,2,3,lose
3890,base2,base,3,2,win
3891,base,base2,2,3,lose
3891,base2,base,2,3,lose
3892,base,base2,2,3,lose
3892,base2,base,2,3,lose
3893,base,base2,2,3,lose
3893,base2,base,3,2,win
3894,base,base2,3,2,win
3894,base2,base,2,3,lose
3895,base,base2,2,3,lose
3895,base2,base,2,3,lose
3896,base,base2,2,3,lose
3896,base2,base,2,3,lose
3897,base,base2,2,3,lose
3897,base2,base,3,2,win
3898,base,base2,2,3,lose
3898,base2,base,3,2,win
3899,base,base2,3,2,win
3899,base2,base,2,3,lose
3900,base,base2,3,2,win
3900,base2,base,3,2,win
3901,base,base2,2,3,lose
3901,base2,base,3,2,win
3902,base,base2,2,3,lose
3902,base2,base,2,3,lose
3903,base,base2,2,3,lose
3903,base2,base,3,2,win
3904,base,base2,2,3,lose
3904,base2,base,2,3,lose
3905,base,base2,2,3,lose
3905,base2,base,2,3,lose
3906,base,base2,2,3,lose
3906,base2,base,2,3,lose
3907,base,base2,3,2,win
3907,base2,base,3,2,win
3908,base,base2,2,3,lose
3908,base2,base,2,3,lose
3909,base,base2,2,3,lose
3909,base2,base,2,3,lose
3910,base,base2,2,3,lose
3910,base2,base,3,2,win
3911,base,base2,3,2,win
3911,base2,base,3,2,win
3912,base,base2,2,3,lose
3912,base2,base,2,3,lose
3913,base,base2,2,3,lose
3913,base2,base,2,3,lose
3914,base,base2,2,3,lose
3914,base2,base,3,2,win
3915,base,base2,2,3,lose
3915,base2,base,2,3,lose
3916,base,base2,3,2,win
3916,base2,base,3,2,win
3917,base,base2,2,3,lose
3917,base2,base,3,2,win
3918,base,base2,3,2,win
3918,base2,base,3,2,win
3919,base,base2,3,2,win
3919,base2,base,2,3,lose
3920,base,base2,3,2,win
3920,base2,base,3,2,win
3921,base,base2,2,3,lose
3921,base2,base,3,2,win
3922,base,base2,3,2,win
3922,base2,base,3,2,win
3923,base,base2,2,3,lose
3923,base2,base,2,3,lose
3924,base,base2,3,2,win
3924,base2,base,2,3,lose
3925,base,base2,2,3,lose
3925,base2,base,3,2,win
3926,base,base2,2,3,lose
3926,base2,base,3,2,win
3927,base,base2,3,2,win
3927,base2,base,3,2,win
3928,base,base2,2,3,lose
3928,base2,base,2,3,lose
3929,base,base2,3,2,win
3929,base2,base,2,3,lose
3930,base,base2,2,3,lose
3930,base2,base,3,2,win
3931,base,base2,3,2,win
3931,base2,base,2,3,lose
3932,base,base2,2,3,lose
3932,base2,base,2,3,lose
3933,base,base2,2,3,lose
3933,base2,base,2,3,lose
3934,base,base2,2,3,lose
3934,base2,base,3,2,win
3935,base,base2,3,2,win
3935,base2,base,3,2,win
3936,base,base2,2,3,lose
3936,base2,base,3,2,win
3937,base,base2,3,2,win
3937,base2,base,3,2,win
3938,base,base2,2,3,lose
3938,base2,base,2,3,lose
3939,base,base2,2,3,lose
3939,base2,base,2,3,lose
3940,base,base2,2,3,lose
3940,base2,base,3,2,win
3941,base,base2,2,3,lose
3941,base2,base,2,3,lose
3942,base,base2,3,2,win
3942,base2,base,3,2,win
3943,base,base2,2,3,lose
3943,base2,base,3,2,win
3944,base,base2,3,2,win
3944,base2,base,2,3,lose
3945,base,base2,2,3,lose
3945,base2,base,3,2,win
3946,base,base2,2,3,lose
3946,base2,base,2,3,lose
3947,base,base2,3,2,win
3947,base2,base,2,3,lose
3948,base,base2,2,3,lose
3948,base2,base,2,3,lose
3949,base,base2,3,2,win
3949,base2,base,2,3,lose
3950,base,base2,3,2,win
3950,base2,base,3,2,win
3951,base,base2,2,3,lose
3951,base2,base,2,3,lose
3952,base,base2,3,2,win
3952,base2,base,2,3,lose
3953,base,base2,2,3,lose
3953,base2,base,2,3,lose
3954,base,base2,3,2,win
3954,base2,base,2,3,lose
3955,base,base2,2,3,lose
3955,base2,base,3,2,win
3956,base,base2,2,3,lose
3956,base2,base,3,2,win
3957,base,base2,2,3,lose
3957,base2,base,2,3,lose
3958,base,base2,3,2,win
3958,base2,base,3,2,win
3959,base,base2,2,3,lose
3959,base2,base,3,2,win
3960,base,base2,2,3,lose
3960,base2,base,2,3,lose
3961,base,base2,2,3,lose
3961,base2,base,3,2,win
3962,base,base2,3,2,win
3962,base2,base,2,3,lose
3963,base,base2,2,3,lose
3963,base2,base,2,3,lose
3964,base,base2,2,3,lose
3964,base2,base,2,3,lose
3965,base,base2,3,2,win
3965,base2,base,2,3,lose
3966,base,base2,2,3,lose
3966,base2,base,2,3,lose
3967,base,base2,3,2,win
3967,base2,base,3,2,win
3968,base,base2,2,3,lose
3968,base2,base,3,2,win
3969,base,base2,2,3,lose
3969,base2,base,3,2,win
3970,base,base2,2,3,lose
3970,base2,base,3,2,win
3971,base,base2,3,2,win
3971,base2,base,3,2,win
3972,base,base2,3,2,win
3972,base2,base,2,3,lose
3973,base,base2,2,3,lose
3973,base2,base,2,3,lose
3974,base,base2,2,3,lose
3974,base2,base,2,3,lose
3975,base,base2,2,3,lose
3975,base2,base,3,2,win
3976,base,base2,3,2,win
3976,base2,base,2,3,lose
3977,base,base2,2,3,lose
3977,base2,base,2,3,lose
3978,base,base2,3,2,win
3978,base2,base,3,2,win
3979,base,base2,3,2,win
3979,base2,base,3,2,win
3980,base,base2,3,2,win
3980,base2,base,3,2,win
3981,base,base2,3,2,win
3981,base2,base,3,2,win
3982,base,base2,2,3,lose
3982,base2,base,2,3,lose
3983,base,base2,3,2,win
3983,base2,base,2,3,lose
3984,base,base2,3,2,win
3984,base2,base,2,3,lose
3985,base,base2,2,3,lose
3985,base2,base,3,2,win
3986,base,base2,2,3,lose
3986,base2,base,2,3,lose
3987,base,base2,3,2,win
3987,base2,base,2,3,lose
3988,base,base2,2,3,lose
3988,base2,base,2,3,lose
3989,base,base2,2,3,lose
3989,base2,base,2,3,lose
3990,base,base2,3,2,win
3990,base2,base,3,2,win
3991,base,base2,3,2,win
3991,base2,base,2,3,lose
3992,base,base2,2,3,lose
3992,base2,base,3,2,win
3993,base,base2,2,3,lose
3993,base2,base,3,2,win
3994,base,base2,2,3,lose
3994,base2,base,2,3,lose
3995,base,base2,3,2,win
3995,base2,base,2,3,lose
3996,base,base2,3,2,win
3996,base2,base,2,3,lose
3997,base,base2,2,3,lose
3997,base2,base,2,3,lose
3998,base,base2,2,3,lose
3998,base2,base,2,3,lose
3999,base,base2,3,2,win
3999,base2,base,2,3,lose
4000,base,base2,2,3,lose
4000,base2,base,3,2,win
4001,base,base2,2,3,lose
4001,base2,base,2,3,lose
4002,base,base2,2,3,lose
4002,base2,base,2,3,lose
4003,base,base2,3,2,win
4003,base2,base,2,3,lose
4004,base,base2,2,3,lose
4004,base2,base,2,3,lose
4005,base,base2,2,3,lose
4005,base2,base,2,3,lose
4006,base,base2,3,2,win
4006,base2,base,2,3,lose
4007,base,base2,2,3,lose
4007,base2,base,3,2,win
4008,base,base2,2,3,lose
4008,base2,base,2,3,lose
4009,base,base2,3,2,win
4009,base2,base,3,2,win
4010,base,base2,2,3,lose
4010,base2,base,3,2,win
4011,base,base2,2,3,lose
4011,base2,base,3,2,win
4012,base,base2,2,3,lose
4012,base2,base,2,3,lose
4013,base,base2,3,2,win
4013,base2,base,3,2,win
4014,base,base2,3,2,win
4014,base2,base,2,3,lose
4015,base,base2,3,2,win
4015,base2,base,2,3,lose
4016,base,base2,3,2,win
4016,base2,base,2,3,lose
4017,base,base2,3,2,win
4017,base2,base,2,3,lose
4018,base,base2,3,2,win
4018,base2,base,3,2,win
4019,base,base2,2,3,lose
4019,base2,base,3,2,win
4020,base,base2,2,3,lose
4020,base2,base,3,2,win
4021,base,base2,2,3,lose
4021,base2,base,3,2,win
4022,base,base2,2,3,lose
4022,base2,base,2,3,lose
4023,base,base2,3,2,win
4023,base2,base,2,3,lose
4024,base,base2,2,3,lose
4024,base2,base,2,3,lose
4025,base,base2,2,3,lose
4025,base2,base,3,2,win
4026,base,base2,2,3,lose
4026,base2,base,3,2,win
4027,base,base2,3,2,win
4027,base2,base,2,3,lose
4028,base,base2,2,3,lose
4028,base2,base,3,2,win
4029,base,base2,2,3,lose
4029,base2,base,2,3,lose
4030,base,base2,3,2,win
4030,base2,base,2,3,lose
4031,base,base2,2,3,lose
4031,base2,base,2,3,lose
4032,base,base2,3,2,win
4032,base2,base,3,2,win
4033,base,base2,2,3,lose
4033,base2,base,2,3,lose
4034,base,base2,2,3,lose
4034,base2,base,2,3,lose
4035,base,base2,2,3,lose
4035,base2,base,2,3,lose
4036,base,base2,2,3,lose
4036,base2,base,3,2,win
4037,base,base2,3,2,win
4037,base2,base,3,2,win
4038,base,base2,3,2,win
4038,base2,base,2,3,lose
4039,base,base2,3,2,win
4039,base2,base,2,3,lose
4040,base,base2,2,3,lose
4040,base2,base,3,2,win
4041,base,base2,2,3,lose
4041,base2,base,3,2,win
4042,base,base2,2,3,lose
4042,base2,base,2,3,lose
4043,base,base2,3,2,win
4043,base2,base,3,2,win
4044,base,base2,2,3,lose
4044,base2,base,2,3,lose
4045,base,base2,3,2,win
4045,base2,base,3,2,win
4046,base,base2,2,3,lose
4046,base2,base,3,2,win
4047,base,base2,3,2,win
4047,base2,base,2,3,lose
4048,base,base2,2,3,lose
4048,base2,base,2,3,lose
4049,base,base2,3,2,win
4049,base2,base,2,3,lose
4050,base,base2,2,3,lose
4050,base2,base,2,3,lose
4051,base,base2,3,2,win
4051,base2,base,3,2,win
4052,base,base2,2,3,lose
4052,base2,base,3,2,win
4053,base,base2,3,2,win
4053,base2,base,2,3,lose
4054,base,base2,2,3,lose
4054,base2,base,3,2,win
4055,base,base2,3,2,win
4055,base2,base,2,3,lose
4056,base,base2,2,3,lose
4056,base2,base,3,2,win
4057,base,base2,3,2,win
4057,base2,base,2,3,lose
4058,base,base2,3,2,win
4058,base2,base,2,3,lose
4059,base,base2,2,3,lose
4059,base2,base,3,2,win
4060,base,base2,2,3,lose
4060,base2,base,2,3,lose
4061,base,base2,2,3,lose
4061,base2,base,3,2,win
4062,base,base2,2,3,lose
4062,base2,base,3,2,win
4063,base,base2,2,3,lose
4063,base2,base,2,3,lose
4064,base,base2,2,3,lose
4064,base2,base,3,2,win
4065,base,base2,2,3,lose
4065,base2,base,3,2,win
4066,base,base2,2,3,lose
4066,base2,base,2,3,lose
4067,base,base2,2,3,lose
4067,base2,base,3,2,win
4068,base,base2,2,3,lose
4068,base2,base,2,3,lose
4069,base,base2,2,3,lose
4069,base2,base,2,3,lose
4070,base,base2,3,2,win
4070,base2,base,2,3,lose
4071,base,base2,2,3,lose
4071,base2,base,1,4,lose
4072,base,base2,2,3,lose
4072,base2,base,2,3,lose
4073,base,base2,2,3,lose
4073,base2,base,3,2,win
4074,base,base2,2,3,lose
4074,base2,base,2,3,lose
4075,base,base2,2,3,lose
4075,base2,base,3,2,win
4076,base,base2,3,2,win
4076,base2,base,3,2,win
4077,base,base2,3,2,win
4077,base2,base,2,3,lose
4078,base,base2,3,2,win
4078,base2,base,3,2,win
4079,base,base2,3,2,win
4079,base2,base,2,3,lose
4080,base,base2,2,3,lose
4080,base2,base,2,3,lose
4081,base,base2,3,2,win
4081,base2,base,3,2,win
4082,base,base2,3,2,win
4082,base2,base,2,3,lose
4083,base,base2,2,3,lose
4083,base2,base,2,3,lose
4084,base,base2,2,3,lose
4084,base2,base,3,2,win
4085,base,base2,2,3,lose
4085,base2,base,3,2,win
4086,base,base2,2,3,lose
4086,base2,base,3,2,win
4087,base,base2,2,3,lose
4087,base2,base,2,3,lose
4088,base,base2,2,3,lose
4088,base2,base,3,2,win
4089,base,base2,2,3,lose
4089,base2,base,2,3,lose
4090,base,base2,3,2,win
4090,base2,base,2,3,lose
4091,base,base2,2,3,lose
4091,base2,base,2,3,lose
4092,base,base2,3,2,win
4092,base2,base,2,3,lose
4093,base,base2,2,3,lose
4093,base2,base,3,2,win
4094,base,base2,3,2,win
4094,base2,base,3,2,win
4095,base,base2,3,2,win
4095,base2,base,3,2,win
4096,base,base2,2,3,lose
4096,base2,base,2,3,lose
4097,base,base2,3,2,win
4097,base2,base,3,2,win
4098,base,base2,2,3,lose
4098,base2,base,3,2,win
4099,base,base2,2,3,lose
4099,base2,base,2,3,lose
4100,base,base2,2,3,lose
4100,base2,base,3,2,win
4101,base,base2,2,3,lose
4101,base2,base,3,2,win
4102,base,base2,2,3,lose
4102,base2,base,2,3,lose
4103,base,base2,2,3,lose
4103,base2,base,3,2,win
4104,base,base2,2,3,lose
4104,base2,base,3,2,win
4105,base,base2,2,3,lose
4105,base2,base,3,2,win
4106,base,base2,2,3,lose
4106,base2,base,2,3,lose
4107,base,base2,2,3,lose
4107,base2,base,2,3,lose
4108,base,base2,3,2,win
4108,base2,base,2,3,lose
4109,base,base2,3,2,win
4109,base2,base,2,3,lose
4110,base,base2,2,3,lose
4110,base2,base,2,3,lose
4111,base,base2,3,2,win
4111,base2,base,3,2,win
4112,base,base2,3,2,win
4112,base2,base,2,3,lose
4113,base,base2,2,3,lose
4113,base2,base,2,3,lose
4114,base,base2,2,3,lose
4114,base2,base,2,3,lose
4115,base,base2,3,2,win
4115,base2,base,2,3,lose
4116,base,base2,2,3,lose
4116,base2,base,3,2,win
4117,base,base2,3,2,win
4117,base2,base,2,3,lose
4118,base,base2,3,2,win
4118,base2,base,3,2,win
4119,base,base2,2,3,lose
4119,base2,base,3,2,win
4120,base,base2,3,2,win
4120,base2,base,2,3,lose
4121,base,base2,3,2,win
4121,base2,base,3,2,win
4122,base,base2,3,2,win
4122,base2,base,3,2,win
4123,base,base2,2,3,lose
4123,base2,base,3,2,win
4124,base,base2,3,2,win
4124,base2,base,2,3,lose
4125,base,base2,2,3,lose
4125,base2,base,3,2,win
4126,base,base2,3,2,win
4126,base2,base,2,3,lose
4127,base,base2,3,2,win
4127,base2,base,2,3,lose
4128,base,base2,3,2,win
4128,base2,base,3,2,win
4129,base,base2,2,3,lose
4129,base2,base,3,2,win
4130,base,base2,2,3,lose
4130,base2,base,2,3,lose
4131,base,base2,2,3,lose
4131,base2,base,3,2,win
4132,base,base2,3,2,win
4132,base2,base,2,3,lose
4133,base,base2,3,2,win
4133,base2,base,3,2,win
4134,base,base2,2,3,lose
4134,base2,base,2,3,lose
4135,base,base2,2,3,lose
4135,base2,base,2,3,lose
4136,base,base2,3,2,win
4136,base2,base,2,3,lose
4137,base,base2,2,3,lose
4137,base2,base,3,2,win
4138,base,base2,2,3,lose
4138,base2,base,3,2,win
4139,base,base2,3,2,win
4139,base2,base,3,2,win
4140,base,base2,3,2,win
4140,base2,base,2,3,lose
4141,base,base2,2,3,lose
4141,base2,base,2,3,lose
4142,base,base2,2,3,lose
4142,base2,base,3,2,win
4143,base,base2,3,2,win
4143,base2,base,2,3,lose
4144,base,base2,3,2,win
4144,base2,base,2,3,lose
4145,base,base2,2,3,lose
4145,base2,base,2,3,lose
4146,base,base2,3,2,win
4146,base2,base,3,2,win
4147,base,base2,2,3,lose
4147,base2,base,2,3,lose
4148,base,base2,2,3,lose
4148,base2,base,2,3,lose
4149,base,base2,2,3,lose
4149,base2,base,2,3,lose
4150,base,base2,3,2,win
4150,base2,base,2,3,lose
4151,base,base2,2,3,lose
4151,base2,base,3,2,win
4152,base,base2,3,2,win
4152,base2,base,3,2,win
4153,base,base2,2,3,lose
4153,base2,base,2,3,lose
4154,base,base2,3,2,win
4154,base2,base,2,3,lose
4155,base,base2,2,3,lose
4155,base2,base,2,3,lose
4156,base,base2,2,3,lose
4156,base2,base,3,2,win
4157,base,base2,3,2,win
4157,base2,base,3,2,win
4158,base,base2,3,2,win
4158,base2,base,3,2,win
4159,base,base2,2,3,lose
4159,base2,base,2,3,lose
4160,base,base2,3,2,win
4160,base2,base,3,2,win
4161,base,base2,3,2,win
4161,base2,base,2,3,lose
4162,base,base2,2,3,lose
4162,base2,base,2,3,lose
4163,base,base2,3,2,win
4163,base2,base,2,3,lose
4164,base,base2,2,3,lose
4164,base2,base,3,2,win
4165,base,base2,3,2,win
4165,base2,base,3,2,win
4166,base,base2,2,3,lose
4166,base2,base,2,3,lose
4167,base,base2,2,3,lose
4167,base2,base,2,3,lose
4168,base,base2,2,3,lose
4168,base2,base,3,2,win
4169,base,base2,2,3,lose
4169,base2,base,2,3,lose
4170,base,base2,2,3,lose
4170,base2,base,2,3,lose
4171,base,base2,2,3,lose
4171,base2,base,3,2,win
4172,base,base2,3,2,win
4172,base2,base,3,2,win
4173,base,base2,2,3,lose
4173,base2,base,2,3,lose
4174,base,base2,2,3,lose
4174,base2,base,3,2,win
4175,base,base2,2,3,lose
4175,base2,base,2,3,lose
4176,base,base2,3,2,win
4176,base2,base,2,3,lose
4177,base,base2,3,2,win
4177,base2,base,2,3,lose
4178,base,base2,2,3,lose
4178,base2,base,2,3,lose
4179,base,base2,2,3,lose
4179,base2,base,2,3,lose
4180,base,base2,3,2,win
4180,base2,base,3,2,win
4181,base,base2,2,3,lose
4181,base2,base,2,3,lose
4182,base,base2,2,3,lose
4182,base2,base,2,3,lose
4183,base,base2,3,2,win
4183,base2,base,2,3,lose
4184,base,base2,3,2,win
4184,base2,base,3,2,win
4185,base,base2,3,2,win
4185,base2,base,3,2,win
4186,base,base2,2,3,lose
4186,base2,base,3,2,win
4187,base,base2,2,3,lose
4187,base2,base,2,3,lose
4188,base,base2,2,3,lose
4188,base2,base,2,3,lose
4189,base,base2,3,2,win
4189,base2,base,2,3,lose
4190,base,base2,3,2,win
4190,base2,base,3,2,win
4191,base,base2,3,2,win
4191,base2,base,2,3,lose
4192,base,base2,3,2,win
4192,base2,base,3,2,win
4193,base,base2,3,2,win
4193,base2,base,2,3,lose
4194,base,base2,3,2,win
4194,base2,base,2,3,lose
4195,base,base2,2,3,lose
4195,base2,base,2,3,lose
4196,base,base2,2,3,lose
4196,base2,base,3,2,win
4197,base,base2,3,2,win
4197,base2,base,3,2,win
4198,base,base2,2,3,lose
4198,base2,base,3,2,win
4199,base,base2,2,3,lose
4199,base2,base,3,2,win
4200,base,base2,2,3,lose
4200,base2,base,2,3,lose
4201,base,base2,2,3,lose
4201,base2,base,3,2,win
4202,base,base2,3,2,win
4202,base2,base,3,2,win
4203,base,base2,2,3,lose
4203,base2,base,2,3,lose
4204,base,base2,2,3,lose
4204,base2,base,3,2,win
4205,base,base2,3,2,win
4205,base2,base,2,3,lose
4206,base,base2,2,3,lose
4206,base2,base,2,3,lose
4207,base,base2,2,3,lose
4207,base2,base,3,2,win
4208,base,base2,2,3,lose
4208,base2,base,3,2,win
4209,base,base2,2,3,lose
4209,base2,base,2,3,lose
4210,base,base2,3,2,win
4210,base2,base,2,3,lose
4211,base,base2,3,2,win
4211,base2,base,3,2,win
4212,base,base2,3,2,win
4212,base2,base,3,2,win
4213,base,base2,2,3,lose
4213,base2,base,3,2,win
4214,base,base2,2,3,lose
4214,base2,base,2,3,lose
4215,base,base2,2,3,lose
4215,base2,base,2,3,lose
4216,base,base2,2,3,lose
4216,base2,base,2,3,lose
4217,base,base2,3,2,win
4217,base2,base,2,3,lose
4218,base,base2,2,3,lose
4218,base2,base,2,3,lose
4219,base,base2,2,3,lose
4219,base2,base,2,3,lose
4220,base,base2,3,2,win
4220,base2,base,2,3,lose
4221,base,base2,2,3,lose
4221,base2,base,2,3,lose
4222,base,base2,3,2,win
4222,base2,base,2,3,lose
4223,base,base2,3,2,win
4223,base2,base,2,3,lose
4224,base,base2,3,2,win
4224,base2,base,3,2,win
4225,base,base2,2,3,lose
4225,base2,base,2,3,lose
4226,base,base2,3,2,win
4226,base2,base,2,3,lose
4227,base,base2,3,2,win
4227,base2,base,2,3,lose
4228,base,base2,3,2,win
4228,base2,base,3,2,win
4229,base,base2,2,3,lose
4229,base2,base,2,3,lose
4230,base,base2,3,2,win
4230,base2,base,2,3,lose
4231,base,base2,3,2,win
4231,base2,base,3,2,win
4232,base,base2,2,3,lose
4232,base2,base,2,3,lose
4233,base,base2,2,3,lose
4233,base2,base,3,2,win
4234,base,base2,3,2,win
4234,base2,base,3,2,win
4235,base,base2,3,2,win
4235,base2,base,3,2,win
4236,base,base2,3,2,win
4236,base2,base,2,3,lose
4237,base,base2,2,3,lose
4237,base2,base,2,3,lose
4238,base,base2,2,3,lose
4238,base2,base,3,2,win
4239,base,base2,2,3,lose
4239,base2,base,2,3,lose
4240,base,base2,2,3,lose
4240,base2,base,2,3,lose
4241,base,base2,3,2,win
4241,base2,base,2,3,lose
4242,base,base2,3,2,win
4242,base2,base,3,2,win
4243,base,base2,2,3,lose
4243,base2,base,2,3,lose
4244,base,base2,2,3,lose
4244,base2,base,3,2,win
4245,base,base2,2,3,lose
4245,base2,base,3,2,win
4246,base,base2,2,3,lose
4246,base2,base,2,3,lose
4247,base,base2,3,2,win
4247,base2,base,2,3,lose
4248,base,base2,3,2,win
4248,base2,base,2,3,lose
4249,base,base2,2,3,lose
4249,base2,base,2,3,lose
4250,base,base2,2,3,lose
4250,base2,base,3,2,win
4251,base,base2,3,2,win
4251,base2,base,3,2,win
4252,base,base2,2,3,lose
4252,base2,base,2,3,lose
4253,base,base2,3,2,win
4253,base2,base,3,2,win
4254,base,base2,2,3,lose
4254,base2,base,3,2,win
4255,base,base2,3,2,win
4255,base2,base,3,2,win
4256,base,base2,2,3,lose
4256,base2,base,3,2,win
4257,base,base2,2,3,lose
4257,base2,base,2,3,lose
4258,base,base2,3,2,win
4258,base2,base,2,3,lose
4259,base,base2,3,2,win
4259,base2,base,2,3,lose
4260,base,base2,3,2,win
4260,base2,base,3,2,win
4261,base,base2,2,3,lose
4261,base2,base,3,2,win
4262,base,base2,3,2,win
4262,base2,base,3,2,win
4263,base,base2,3,2,win
4263,base2,base,2,3,lose
4264,base,base2,3,2,win
4264,base2,base,3,2,win
4265,base,base2,2,3,lose
4265,base2,base,3,2,win
4266,base,base2,3,2,win
4266,base2,base,2,3,lose
4267,base,base2,2,3,lose
4267,base2,base,2,3,lose
4268,base,base2,2,3,lose
4268,base2,base,3,2,win
4269,base,base2,2,3,lose
4269,base2,base,2,3,lose
4270,base,base2,2,3,lose
4270,base2,base,2,3,lose
4271,base,base2,2,3,lose
4271,base2,base,3,2,win
4272,base,base2,3,2,win
4272,base2,base,3,2,win
4273,base,base2,3,2,win
4273,base2,base,2,3,lose
4274,base,base2,2,3,lose
4274,base2,base,2,3,lose
4275,base,base2,2,3,lose
4275,base2,base,3,2,win
4276,base,base2,3,2,win
4276,base2,base,3,2,win
4277,base,base2,2,3,lose
4277,base2,base,3,2,win
4278,base,base2,3,2,win
4278,base2,base,3,2,win
4279,base,base2,3,2,win
4279,base2,base,3,2,win
4280,base,base2,3,2,win
4280,base2,base,2,3,lose
4281,base,base2,3,2,win
4281,base2,base,3,2,win
4282,base,base2,3,2,win
4282,base2,base,3,2,win
4283,base,base2,2,3,lose
4283,base2,base,2,3,lose
4284,base,base2,3,2,win
4284,base2,base,3,2,win
4285,base,base2,2,3,lose
4285,base2,base,3,2,win
4286,base,base2,2,3,lose
4286,base2,base,2,3,lose
4287,base,base2,3,2,win
4287,base2,base,3,2,win
4288,base,base2,3,2,win
4288,base2,base,2,3,lose
4289,base,base2,3,2,win
4289,base2,base,3,2,win
4290,base,base2,3,2,win
4290,base2,base,2,3,lose
4291,base,base2,2,3,lose
4291,base2,base,2,3,lose
4292,base,base2,2,3,lose
4292,base2,base,2,3,lose
4293,base,base2,3,2,win
4293,base2,base,2,3,lose
4294,base,base2,3,2,win
4294,base2,base,2,3,lose
4295,base,base2,2,3,lose
4295,base2,base,3,2,win
4296,base,base2,4,1,win
4296,base2,base,2,3,lose
4297,base,base2,2,3,lose
4297,base2,base,3,2,win
4298,base,base2,2,3,lose
4298,base2,base,3,2,win
4299,base,base2,2,3,lose
4299,base2,base,3,2,win
4300,base,base2,2,3,lose
4300,base2,base,3,2,win
4301,base,base2,2,3,lose
4301,base2,base,3,2,win
4302,base,base2,2,3,lose
4302,base2,base,2,3,lose
4303,base,base2,3,2,win
4303,base2,base,3,2,win
4304,base,base2,2,3,lose
4304,base2,base,3,2,win
4305,base,base2,2,3,lose
4305,base2,base,3,2,win
4306,base,base2,2,3,lose
4306,base2,base,2,3,lose
4307,base,base2,2,3,lose
4307,base2,base,3,2,win
4308,base,base2,2,3,lose
4308,base2,base,3,2,win
4309,base,base2,3,2,win
4309,base2,base,2,3,lose
4310,base,base2,3,2,win
4310,base2,base,2,3,lose
4311,base,base2,2,3,lose
4311,base2,base,3,2,win
4312,base,base2,3,2,win
4312,base2,base,2,3,lose
4313,base,base2,2,3,lose
4313,base2,base,2,3,lose
4314,base,base2,2,3,lose
4314,base2,base,2,3,lose
4315,base,base2,2,3,lose
4315,base2,base,3,2,win
4316,base,base2,3,2,win
4316,base2,base,2,3,lose
4317,base,base2,3,2,win
4317,base2,base,3,2,win
4318,base,base2,2,3,lose
4318,base2,base,2,3,lose
4319,base,base2,3,2,win
4319,base2,base,2,3,lose
