episode,agent,opponent,goals_scored,goals_conceded,result
4124,base,no_limit,3,2,win
4124,no_limit,base,3,2,win
4125,base,no_limit,2,3,lose
4125,no_limit,base,3,2,win
4126,base,no_limit,2,3,lose
4126,no_limit,base,2,3,lose
4127,base,no_limit,2,3,lose
4127,no_limit,base,3,2,win
4128,base,no_limit,2,3,lose
4128,no_limit,base,2,3,lose
4129,base,no_limit,3,2,win
4129,no_limit,base,2,3,lose
4130,base,no_limit,3,2,win
4130,no_limit,base,2,3,lose
4131,base,no_limit,3,2,win
4131,no_limit,base,3,2,win
4132,base,no_limit,3,2,win
4132,no_limit,base,3,2,win
4133,base,no_limit,3,2,win
4133,no_limit,base,2,3,lose
4134,base,no_limit,2,3,lose
4134,no_limit,base,2,3,lose
4135,base,no_limit,3,2,win
4135,no_limit,base,2,3,lose
4136,base,no_limit,3,2,win
4136,no_limit,base,3,2,win
4137,base,no_limit,3,2,win
4137,no_limit,base,3,2,win
4138,base,no_limit,2,3,lose
4138,no_limit,base,2,3,lose
4139,base,no_limit,2,3,lose
4139,no_limit,base,2,3,lose
4140,base,no_limit,4,1,win
4140,no_limit,base,1,4,lose
4141,base,no_limit,3,2,win
4141,no_limit,base,2,3,lose
4142,base,no_limit,2,3,lose
4142,no_limit,base,3,2,win
4143,base,no_limit,3,2,win
4143,no_limit,base,3,2,win
4144,base,no_limit,3,2,win
4144,no_limit,base,3,2,win
4145,base,no_limit,2,3,lose
4145,no_limit,base,2,3,lose
4146,base,no_limit,2,3,lose
4146,no_limit,base,2,3,lose
4147,base,no_limit,3,2,win
4147,no_limit,base,2,3,lose
4148,base,no_limit,3,2,win
4148,no_limit,base,3,2,win
4149,base,no_limit,3,2,win
4149,no_limit,base,2,3,lose
4150,base,no_limit,2,3,lose
4150,no_limit,base,2,3,lose
4151,base,no_limit,2,3,lose
4151,no_limit,base,2,3,lose
4152,base,no_limit,3,2,win
4152,no_limit,base,3,2,win
4153,base,no_limit,2,3,lose
4153,no_limit,base,3,2,win
4154,base,no_limit,2,3,lose
4154,no_limit,base,2,3,lose
4155,base,no_limit,3,2,win
4155,no_limit,base,2,3,lose
4156,base,no_limit,3,2,win
4156,no_limit,base,2,3,lose
4157,base,no_limit,2,3,lose
4157,no_limit,base,2,3,lose
4158,base,no_limit,2,3,lose
4158,no_limit,base,2,3,lose
4159,base,no_limit,3,2,win
4159,no_limit,base,3,2,win
4160,base,no_limit,2,3,lose
4160,no_limit,base,2,3,lose
4161,base,no_limit,3,2,win
4161,no_limit,base,2,3,lose
4162,base,no_limit,2,3,lose
4162,no_limit,base,2,3,lose
4163,base,no_limit,2,3,lose
4163,no_limit,base,3,2,win
4164,base,no_limit,2,3,lose
4164,no_limit,base,3,2,win
4165,base,no_limit,2,3,lose
4165,no_limit,base,2,3,lose
4166,base,no_limit,2,3,lose
4166,no_limit,base,3,2,win
4167,base,no_limit,3,2,win
4167,no_limit,base,3,2,win
4168,base,no_limit,2,3,lose
4168,no_limit,base,2,3,lose
4169,base,no_limit,2,3,lose
4169,no_limit,base,2,3,lose
4170,base,no_limit,3,2,win
4170,no_limit,base,3,2,win
4171,base,no_limit,3,2,win
4171,no_limit,base,2,3,lose
4172,base,no_limit,3,2,win
4172,no_limit,base,2,3,lose
4173,base,no_limit,3,2,win
4173,no_limit,base,3,2,win
4174,base,no_limit,2,3,lose
4174,no_limit,base,2,3,lose
4175,base,no_limit,3,2,win
4175,no_limit,base,2,3,lose
4176,base,no_limit,3,2,win
4176,no_limit,base,2,3,lose
4177,base,no_limit,3,2,win
4177,no_limit,base,2,3,lose
4178,base,no_limit,2,3,lose
4178,no_limit,base,3,2,win
4179,base,no_limit,3,2,win
4179,no_limit,base,3,2,win
4180,base,no_limit,2,3,lose
4180,no_limit,base,2,3,lose
4181,base,no_limit,3,2,win
4181,no_limit,base,3,2,win
4182,base,no_limit,3,2,win
4182,no_limit,base,2,3,lose
4183,base,no_limit,3,2,win
4183,no_limit,base,2,3,lose
4184,base,no_limit,3,2,win
4184,no_limit,base,3,2,win
4185,base,no_limit,2,3,lose
4185,no_limit,base,3,2,win
4186,base,no_limit,3,2,win
4186,no_limit,base,2,3,lose
4187,base,no_limit,3,2,win
4187,no_limit,base,3,2,win
4188,base,no_limit,2,3,lose
4188,no_limit,base,2,3,lose
4189,base,no_limit,3,2,win
4189,no_limit,base,2,3,lose
4190,base,no_limit,2,3,lose
4190,no_limit,base,2,3,lose
4191,base,no_limit,3,2,win
4191,no_limit,base,2,3,lose
4192,base,no_limit,3,2,win
4192,no_limit,base,3,2,win
4193,base,no_limit,3,2,win
4193,no_limit,base,2,3,lose
4194,base,no_limit,3,2,win
4194,no_limit,base,2,3,lose
4195,base,no_limit,3,2,win
4195,no_limit,base,2,3,lose
4196,base,no_limit,2,3,lose
4196,no_limit,base,2,3,lose
4197,base,no_limit,3,2,win
4197,no_limit,base,2,3,lose
4198,base,no_limit,3,2,win
4198,no_limit,base,3,2,win
4199,base,no_limit,3,2,win
4199,no_limit,base,2,3,lose
4200,base,no_limit,3,2,win
4200,no_limit,base,2,3,lose
4201,base,no_limit,2,3,lose
4201,no_limit,base,2,3,lose
4202,base,no_limit,3,2,win
4202,no_limit,base,2,3,lose
4203,base,no_limit,3,2,win
4203,no_limit,base,3,2,win
4204,base,no_limit,2,3,lose
4204,no_limit,base,2,3,lose
4205,base,no_limit,3,2,win
4205,no_limit,base,3,2,win
4206,base,no_limit,3,2,win
4206,no_limit,base,2,3,lose
4207,base,no_limit,3,2,win
4207,no_limit,base,2,3,lose
4208,base,no_limit,2,3,lose
4208,no_limit,base,2,3,lose
4209,base,no_limit,2,3,lose
4209,no_limit,base,2,3,lose
4210,base,no_limit,4,1,win
4210,no_limit,base,2,3,lose
4211,base,no_limit,3,2,win
4211,no_limit,base,3,2,win
4212,base,no_limit,3,2,win
4212,no_limit,base,3,2,win
4213,base,no_limit,3,2,win
4213,no_limit,base,3,2,win
4214,base,no_limit,3,2,win
4214,no_limit,base,2,3,lose
4215,base,no_limit,2,3,lose
4215,no_limit,base,2,3,lose
4216,base,no_limit,2,3,lose
4216,no_limit,base,3,2,win
4217,base,no_limit,3,2,win
4217,no_limit,base,2,3,lose
4218,base,no_limit,3,2,win
4218,no_limit,base,2,3,lose
4219,base,no_limit,3,2,win
4219,no_limit,base,2,3,lose
4220,base,no_limit,3,2,win
4220,no_limit,base,3,2,win
4221,base,no_limit,3,2,win
4221,no_limit,base,2,3,lose
4222,base,no_limit,3,2,win
4222,no_limit,base,3,2,win
4223,base,no_limit,2,3,lose
4223,no_limit,base,2,3,lose
4224,base,no_limit,2,3,lose
4224,no_limit,base,2,3,lose
4225,base,no_limit,3,2,win
4225,no_limit,base,2,3,lose
4226,base,no_limit,3,2,win
4226,no_limit,base,3,2,win
4227,base,no_limit,3,2,win
4227,no_limit,base,2,3,lose
4228,base,no_limit,3,2,win
4228,no_limit,base,3,2,win
4229,base,no_limit,3,2,win
4229,no_limit,base,3,2,win
4230,base,no_limit,3,2,win
4230,no_limit,base,2,3,lose
4231,base,no_limit,3,2,win
4231,no_limit,base,2,3,lose
4232,base,no_limit,3,2,win
4232,no_limit,base,2,3,lose
4233,base,no_limit,2,3,lose
4233,no_limit,base,2,3,lose
4234,base,no_limit,3,2,win
4234,no_limit,base,2,3,lose
4235,base,no_limit,3,2,win
4235,no_limit,base,3,2,win
4236,base,no_limit,2,3,lose
4236,no_limit,base,2,3,lose
4237,base,no_limit,2,3,lose
4237,no_limit,base,3,2,win
4238,base,no_limit,3,2,win
4238,no_limit,base,2,3,lose
4239,base,no_limit,2,3,lose
4239,no_limit,base,3,2,win
4240,base,no_limit,3,2,win
4240,no_limit,base,2,3,lose
4241,base,no_limit,3,2,win
4241,no_limit,base,3,2,win
4242,base,no_limit,2,3,lose
4242,no_limit,base,2,3,lose
4243,base,no_limit,3,2,win
4243,no_limit,base,2,3,lose
4244,base,no_limit,3,2,win
4244,no_limit,base,3,2,win
4245,base,no_limit,2,3,lose
4245,no_limit,base,3,2,win
4246,base,no_limit,2,3,lose
4246,no_limit,base,3,2,win
4247,base,no_limit,2,3,lose
4247,no_limit,base,3,2,win
4248,base,no_limit,3,2,win
4248,no_limit,base,2,3,lose
4249,base,no_limit,2,3,lose
4249,no_limit,base,3,2,win
4250,base,no_limit,2,3,lose
4250,no_limit,base,3,2,win
4251,base,no_limit,3,2,win
4251,no_limit,base,2,3,lose
4252,base,no_limit,2,3,lose
4252,no_limit,base,2,3,lose
4253,base,no_limit,3,2,win
4253,no_limit,base,2,3,lose
4254,base,no_limit,3,2,win
4254,no_limit,base,3,2,win
4255,base,no_limit,3,2,win
4255,no_limit,base,3,2,win
4256,base,no_limit,2,3,lose
4256,no_limit,base,2,3,lose
4257,base,no_limit,3,2,win
4257,no_limit,base,3,2,win
4258,base,no_limit,3,2,win
4258,no_limit,base,2,3,lose
4259,base,no_limit,3,2,win
4259,no_limit,base,3,2,win
4260,base,no_limit,3,2,win
4260,no_limit,base,2,3,lose
4261,base,no_limit,3,2,win
4261,no_limit,base,2,3,lose
4262,base,no_limit,2,3,lose
4262,no_limit,base,3,2,win
4263,base,no_limit,3,2,win
4263,no_limit,base,3,2,win
4264,base,no_limit,3,2,win
4264,no_limit,base,2,3,lose
4265,base,no_limit,3,2,win
4265,no_limit,base,3,2,win
4266,base,no_limit,3,2,win
4266,no_limit,base,2,3,lose
4267,base,no_limit,3,2,win
4267,no_limit,base,3,2,win
4268,base,no_limit,3,2,win
4268,no_limit,base,2,3,lose
4269,base,no_limit,2,3,lose
4269,no_limit,base,2,3,lose
4270,base,no_limit,2,3,lose
4270,no_limit,base,2,3,lose
4271,base,no_limit,3,2,win
4271,no_limit,base,3,2,win
4272,base,no_limit,3,2,win
4272,no_limit,base,3,2,win
4273,base,no_limit,3,2,win
4273,no_limit,base,3,2,win
4274,base,no_limit,2,3,lose
4274,no_limit,base,3,2,win
4275,base,no_limit,2,3,lose
4275,no_limit,base,3,2,win
4276,base,no_limit,3,2,win
4276,no_limit,base,2,3,lose
4277,base,no_limit,2,3,lose
4277,no_limit,base,4,1,win
4278,base,no_limit,3,2,win
4278,no_limit,base,3,2,win
4279,base,no_limit,2,3,lose
4279,no_limit,base,2,3,lose
4280,base,no_limit,2,3,lose
4280,no_limit,base,2,3,lose
4281,base,no_limit,3,2,win
4281,no_limit,base,2,3,lose
4282,base,no_limit,3,2,win
4282,no_limit,base,2,3,lose
4283,base,no_limit,3,2,win
4283,no_limit,base,2,3,lose
4284,base,no_limit,2,3,lose
4284,no_limit,base,2,3,lose
4285,base,no_limit,3,2,win
4285,no_limit,base,3,2,win
4286,base,no_limit,3,2,win
4286,no_limit,base,2,3,lose
4287,base,no_limit,3,2,win
4287,no_limit,base,2,3,lose
4288,base,no_limit,2,3,lose
4288,no_limit,base,2,3,lose
4289,base,no_limit,3,2,win
4289,no_limit,base,3,2,win
4290,base,no_limit,2,3,lose
4290,no_limit,base,2,3,lose
4291,base,no_limit,3,2,win
4291,no_limit,base,2,3,lose
4292,base,no_limit,3,2,win
4292,no_limit,base,2,3,lose
4293,base,no_limit,3,2,win
4293,no_limit,base,3,2,win
4294,base,no_limit,2,3,lose
4294,no_limit,base,2,3,lose
4295,base,no_limit,2,3,lose
4295,no_limit,base,3,2,win
4296,base,no_limit,2,3,lose
4296,no_limit,base,2,3,lose
4297,base,no_limit,3,2,win
4297,no_limit,base,2,3,lose
4298,base,no_limit,2,3,lose
4298,no_limit,base,3,2,win
4299,base,no_limit,3,2,win
4299,no_limit,base,3,2,win
4300,base,no_limit,3,2,win
4300,no_limit,base,3,2,win
4301,base,no_limit,3,2,win
4301,no_limit,base,2,3,lose
4302,base,no_limit,4,1,win
4302,no_limit,base,3,2,win
4303,base,no_limit,3,2,win
4303,no_limit,base,2,3,lose
4304,base,no_limit,3,2,win
4304,no_limit,base,2,3,lose
4305,base,no_limit,2,3,lose
4305,no_limit,base,2,3,lose
4306,base,no_limit,3,2,win
4306,no_limit,base,2,3,lose
4307,base,no_limit,2,3,lose
4307,no_limit,base,2,3,lose
4308,base,no_limit,3,2,win
4308,no_limit,base,3,2,win
4309,base,no_limit,3,2,win
4309,no_limit,base,3,2,win
4310,base,no_limit,3,2,win
4310,no_limit,base,2,3,lose
4311,base,no_limit,3,2,win
4311,no_limit,base,2,3,lose
4312,base,no_limit,3,2,win
4312,no_limit,base,2,3,lose
4313,base,no_limit,3,2,win
4313,no_limit,base,2,3,lose
4314,base,no_limit,2,3,lose
4314,no_limit,base,2,3,lose
4315,base,no_limit,2,3,lose
4315,no_limit,base,2,3,lose
4316,base,no_limit,3,2,win
4316,no_limit,base,3,2,win
4317,base,no_limit,2,3,lose
4317,no_limit,base,2,3,lose
4318,base,no_limit,2,3,lose
4318,no_limit,base,2,3,lose
4319,base,no_limit,3,2,win
4319,no_limit,base,2,3,lose
4320,base,no_limit,3,2,win
4320,no_limit,base,2,3,lose
4321,base,no_limit,3,2,win
4321,no_limit,base,2,3,lose
4322,base,no_limit,3,2,win
4322,no_limit,base,3,2,win
4323,base,no_limit,3,2,win
4323,no_limit,base,2,3,lose
4324,base,no_limit,3,2,win
4324,no_limit,base,2,3,lose
4325,base,no_limit,3,2,win
4325,no_limit,base,2,3,lose
4326,base,no_limit,3,2,win
4326,no_limit,base,3,2,win
4327,base,no_limit,3,2,win
4327,no_limit,base,2,3,lose
4328,base,no_limit,3,2,win
4328,no_limit,base,2,3,lose
4329,base,no_limit,3,2,win
4329,no_limit,base,3,2,win
4330,base,no_limit,3,2,win
4330,no_limit,base,2,3,lose
4331,base,no_limit,2,3,lose
4331,no_limit,base,2,3,lose
4332,base,no_limit,3,2,win
4332,no_limit,base,2,3,lose
4333,base,no_limit,2,3,lose
4333,no_limit,base,3,2,win
4334,base,no_limit,3,2,win
4334,no_limit,base,2,3,lose
4335,base,no_limit,3,2,win
4335,no_limit,base,3,2,win
4336,base,no_limit,2,3,lose
4336,no_limit,base,2,3,lose
4337,base,no_limit,3,2,win
4337,no_limit,base,2,3,lose
4338,base,no_limit,2,3,lose
4338,no_limit,base,3,2,win
4339,base,no_limit,2,3,lose
4339,no_limit,base,3,2,win
4340,base,no_limit,3,2,win
4340,no_limit,base,2,3,lose
4341,base,no_limit,3,2,win
4341,no_limit,base,2,3,lose
4342,base,no_limit,3,2,win
4342,no_limit,base,2,3,lose
4343,base,no_limit,2,3,lose
4343,no_limit,base,3,2,win
4344,base,no_limit,3,2,win
4344,no_limit,base,2,3,lose
4345,base,no_limit,3,2,win
4345,no_limit,base,3,2,win
4346,base,no_limit,3,2,win
4346,no_limit,base,2,3,lose
4347,base,no_limit,3,2,win
4347,no_limit,base,3,2,win
4348,base,no_limit,3,2,win
4348,no_limit,base,3,2,win
4349,base,no_limit,3,2,win
4349,no_limit,base,3,2,win
4350,base,no_limit,3,2,win
4350,no_limit,base,2,3,lose
4351,base,no_limit,2,3,lose
4351,no_limit,base,2,3,lose
4352,base,no_limit,3,2,win
4352,no_limit,base,2,3,lose
4353,base,no_limit,2,3,lose
4353,no_limit,base,4,1,win
4354,base,no_limit,3,2,win
4354,no_limit,base,3,2,win
4355,base,no_limit,2,3,lose
4355,no_limit,base,2,3,lose
4356,base,no_limit,3,2,win
4356,no_limit,base,2,3,lose
4357,base,no_limit,3,2,win
4357,no_limit,base,2,3,lose
4358,base,no_limit,3,2,win
4358,no_limit,base,2,3,lose
4359,base,no_limit,3,2,win
4359,no_limit,base,2,3,lose
4360,base,no_limit,3,2,win
4360,no_limit,base,2,3,lose
4361,base,no_limit,3,2,win
4361,no_limit,base,3,2,win
4362,base,no_limit,3,2,win
4362,no_limit,base,2,3,lose
4363,base,no_limit,3,2,win
4363,no_limit,base,2,3,lose
4364,base,no_limit,3,2,win
4364,no_limit,base,1,4,lose
4365,base,no_limit,2,3,lose
4365,no_limit,base,3,2,win
4366,base,no_limit,2,3,lose
4366,no_limit,base,3,2,win
4367,base,no_limit,3,2,win
4367,no_limit,base,2,3,lose
4368,base,no_limit,2,3,lose
4368,no_limit,base,3,2,win
4369,base,no_limit,3,2,win
4369,no_limit,base,2,3,lose
4370,base,no_limit,2,3,lose
4370,no_limit,base,3,2,win
4371,base,no_limit,2,3,lose
4371,no_limit,base,3,2,win
4372,base,no_limit,3,2,win
4372,no_limit,base,2,3,lose
4373,base,no_limit,3,2,win
4373,no_limit,base,3,2,win
4374,base,no_limit,2,3,lose
4374,no_limit,base,2,3,lose
4375,base,no_limit,2,3,lose
4375,no_limit,base,3,2,win
4376,base,no_limit,2,3,lose
4376,no_limit,base,2,3,lose
4377,base,no_limit,3,2,win
4377,no_limit,base,3,2,win
4378,base,no_limit,3,2,win
4378,no_limit,base,2,3,lose
4379,base,no_limit,3,2,win
4379,no_limit,base,3,2,win
4380,base,no_limit,2,3,lose
4380,no_limit,base,3,2,win
4381,base,no_limit,3,2,win
4381,no_limit,base,3,2,win
4382,base,no_limit,2,3,lose
4382,no_limit,base,2,3,lose
4383,base,no_limit,3,2,win
4383,no_limit,base,3,2,win
4384,base,no_limit,4,1,win
4384,no_limit,base,3,2,win
4385,base,no_limit,3,2,win
4385,no_limit,base,2,3,lose
4386,base,no_limit,2,3,lose
4386,no_limit,base,2,3,lose
4387,base,no_limit,3,2,win
4387,no_limit,base,3,2,win
4388,base,no_limit,3,2,win
4388,no_limit,base,2,3,lose
4389,base,no_limit,3,2,win
4389,no_limit,base,3,2,win
4390,base,no_limit,2,3,lose
4390,no_limit,base,2,3,lose
4391,base,no_limit,3,2,win
4391,no_limit,base,3,2,win
4392,base,no_limit,3,2,win
4392,no_limit,base,3,2,win
4393,base,no_limit,2,3,lose
4393,no_limit,base,2,3,lose
4394,base,no_limit,3,2,win
4394,no_limit,base,3,2,win
4395,base,no_limit,2,3,lose
4395,no_limit,base,2,3,lose
4396,base,no_limit,3,2,win
4396,no_limit,base,3,2,win
4397,base,no_limit,3,2,win
4397,no_limit,base,2,3,lose
4398,base,no_limit,2,3,lose
4398,no_limit,base,2,3,lose
4399,base,no_limit,3,2,win
4399,no_limit,base,2,3,lose
4400,base,no_limit,2,3,lose
4400,no_limit,base,3,2,win
4401,base,no_limit,2,3,lose
4401,no_limit,base,2,3,lose
4402,base,no_limit,3,2,win
4402,no_limit,base,2,3,lose
4403,base,no_limit,3,2,win
4403,no_limit,base,2,3,lose
4404,base,no_limit,3,2,win
4404,no_limit,base,2,3,lose
4405,base,no_limit,3,2,win
4405,no_limit,base,2,3,lose
4406,base,no_limit,3,2,win
4406,no_limit,base,3,2,win
4407,base,no_limit,3,2,win
4407,no_limit,base,3,2,win
4408,base,no_limit,2,3,lose
4408,no_limit,base,2,3,lose
4409,base,no_limit,3,2,win
4409,no_limit,base,2,3,lose
4410,base,no_limit,3,2,win
4410,no_limit,base,3,2,win
4411,base,no_limit,3,2,win
4411,no_limit,base,3,2,win
4412,base,no_limit,3,2,win
4412,no_limit,base,3,2,win
4413,base,no_limit,2,3,lose
4413,no_limit,base,3,2,win
4414,base,no_limit,3,2,win
4414,no_limit,base,2,3,lose
4415,base,no_limit,3,2,win
4415,no_limit,base,3,2,win
4416,base,no_limit,2,3,lose
4416,no_limit,base,3,2,win
4417,base,no_limit,2,3,lose
4417,no_limit,base,3,2,win
4418,base,no_limit,3,2,win
4418,no_limit,base,2,3,lose
4419,base,no_limit,3,2,win
4419,no_limit,base,3,2,win
4420,base,no_limit,3,2,win
4420,no_limit,base,3,2,win
4421,base,no_limit,2,3,lose
4421,no_limit,base,2,3,lose
4422,base,no_limit,2,3,lose
4422,no_limit,base,2,3,lose
4423,base,no_limit,2,3,lose
4423,no_limit,base,3,2,win
4424,base,no_limit,3,2,win
4424,no_limit,base,2,3,lose
4425,base,no_limit,3,2,win
4425,no_limit,base,2,3,lose
4426,base,no_limit,3,2,win
4426,no_limit,base,2,3,lose
4427,base,no_limit,3,2,win
4427,no_limit,base,3,2,win
4428,base,no_limit,3,2,win
4428,no_limit,base,2,3,lose
4429,base,no_limit,3,2,win
4429,no_limit,base,2,3,lose
4430,base,no_limit,2,3,lose
4430,no_limit,base,3,2,win
4431,base,no_limit,2,3,lose
4431,no_limit,base,2,3,lose
4432,base,no_limit,3,2,win
4432,no_limit,base,2,3,lose
4433,base,no_limit,3,2,win
4433,no_limit,base,3,2,win
4434,base,no_limit,3,2,win
4434,no_limit,base,2,3,lose
4435,base,no_limit,2,3,lose
4435,no_limit,base,2,3,lose
4436,base,no_limit,3,2,win
4436,no_limit,base,2,3,lose
4437,base,no_limit,3,2,win
4437,no_limit,base,3,2,win
4438,base,no_limit,2,3,lose
4438,no_limit,base,2,3,lose
4439,base,no_limit,3,2,win
4439,no_limit,base,3,2,win
4440,base,no_limit,3,2,win
4440,no_limit,base,3,2,win
4441,base,no_limit,2,3,lose
4441,no_limit,base,2,3,lose
4442,base,no_limit,2,3,lose
4442,no_limit,base,3,2,win
4443,base,no_limit,2,3,lose
4443,no_limit,base,2,3,lose
4444,base,no_limit,3,2,win
4444,no_limit,base,2,3,lose
4445,base,no_limit,3,2,win
4445,no_limit,base,3,2,win
4446,base,no_limit,3,2,win
4446,no_limit,base,3,2,win
4447,base,no_limit,2,3,lose
4447,no_limit,base,2,3,lose
4448,base,no_limit,2,3,lose
4448,no_limit,base,2,3,lose
4449,base,no_limit,3,2,win
4449,no_limit,base,2,3,lose
4450,base,no_limit,3,2,win
4450,no_limit,base,3,2,win
4451,base,no_limit,3,2,win
4451,no_limit,base,3,2,win
4452,base,no_limit,3,2,win
4452,no_limit,base,2,3,lose
4453,base,no_limit,2,3,lose
4453,no_limit,base,2,3,lose
4454,base,no_limit,2,3,lose
4454,no_limit,base,3,2,win
4455,base,no_limit,3,2,win
4455,no_limit,base,3,2,win
4456,base,no_limit,2,3,lose
4456,no_limit,base,3,2,win
4457,base,no_limit,3,2,win
4457,no_limit,base,2,3,lose
4458,base,no_limit,3,2,win
4458,no_limit,base,2,3,lose
4459,base,no_limit,3,2,win
4459,no_limit,base,3,2,win
4460,base,no_limit,2,3,lose
4460,no_limit,base,3,2,win
4461,base,no_limit,2,3,lose
4461,no_limit,base,3,2,win
4462,base,no_limit,3,2,win
4462,no_limit,base,2,3,lose
4463,base,no_limit,3,2,win
4463,no_limit,base,2,3,lose
4464,base,no_limit,3,2,win
4464,no_limit,base,2,3,lose
4465,base,no_limit,2,3,lose
4465,no_limit,base,2,3,lose
4466,base,no_limit,3,2,win
4466,no_limit,base,3,2,win
4467,base,no_limit,3,2,win
4467,no_limit,base,3,2,win
4468,base,no_limit,2,3,lose
4468,no_limit,base,2,3,lose
4469,base,no_limit,3,2,win
4469,no_limit,base,3,2,win
4470,base,no_limit,2,3,lose
4470,no_limit,base,3,2,win
4471,base,no_limit,3,2,win
4471,no_limit,base,3,2,win
4472,base,no_limit,3,2,win
4472,no_limit,base,2,3,lose
4473,base,no_limit,3,2,win
4473,no_limit,base,2,3,lose
4474,base,no_limit,3,2,win
4474,no_limit,base,2,3,lose
4475,base,no_limit,3,2,win
4475,no_limit,base,2,3,lose
4476,base,no_limit,3,2,win
4476,no_limit,base,1,4,lose
4477,base,no_limit,3,2,win
4477,no_limit,base,2,3,lose
4478,base,no_limit,3,2,win
4478,no_limit,base,3,2,win
4479,base,no_limit,2,3,lose
4479,no_limit,base,3,2,win
4480,base,no_limit,2,3,lose
4480,no_limit,base,3,2,win
4481,base,no_limit,3,2,win
4481,no_limit,base,3,2,win
4482,base,no_limit,2,3,lose
4482,no_limit,base,3,2,win
4483,base,no_limit,2,3,lose
4483,no_limit,base,2,3,lose
4484,base,no_limit,2,3,lose
4484,no_limit,base,3,2,win
4485,base,no_limit,3,2,win
4485,no_limit,base,3,2,win
4486,base,no_limit,3,2,win
4486,no_limit,base,2,3,lose
4487,base,no_limit,2,3,lose
4487,no_limit,base,2,3,lose
4488,base,no_limit,2,3,lose
4488,no_limit,base,3,2,win
4489,base,no_limit,3,2,win
4489,no_limit,base,2,3,lose
4490,base,no_limit,2,3,lose
4490,no_limit,base,3,2,win
4491,base,no_limit,3,2,win
4491,no_limit,base,2,3,lose
4492,base,no_limit,3,2,win
4492,no_limit,base,2,3,lose
4493,base,no_limit,3,2,win
4493,no_limit,base,2,3,lose
4494,base,no_limit,3,2,win
4494,no_limit,base,3,2,win
4495,base,no_limit,3,2,win
4495,no_limit,base,3,2,win
4496,base,no_limit,2,3,lose
4496,no_limit,base,2,3,lose
4497,base,no_limit,3,2,win
4497,no_limit,base,2,3,lose
4498,base,no_limit,3,2,win
4498,no_limit,base,2,3,lose
4499,base,no_limit,3,2,win
4499,no_limit,base,2,3,lose
4500,base,no_limit,3,2,win
4500,no_limit,base,3,2,win
4501,base,no_limit,3,2,win
4501,no_limit,base,3,2,win
4502,base,no_limit,3,2,win
4502,no_limit,base,3,2,win
4503,base,no_limit,3,2,win
4503,no_limit,base,2,3,lose
4504,base,no_limit,2,3,lose
4504,no_limit,base,2,3,lose
4505,base,no_limit,3,2,win
4505,no_limit,base,3,2,win
4506,base,no_limit,3,2,win
4506,no_limit,base,2,3,lose
4507,base,no_limit,3,2,win
4507,no_limit,base,2,3,lose
4508,base,no_limit,3,2,win
4508,no_limit,base,2,3,lose
4509,base,no_limit,3,2,win
4509,no_limit,base,2,3,lose
4510,base,no_limit,3,2,win
4510,no_limit,base,2,3,lose
4511,base,no_limit,3,2,win
4511,no_limit,base,3,2,win
4512,base,no_limit,3,2,win
4512,no_limit,base,2,3,lose
4513,base,no_limit,3,2,win
4513,no_limit,base,3,2,win
4514,base,no_limit,2,3,lose
4514,no_limit,base,3,2,win
4515,base,no_limit,2,3,lose
4515,no_limit,base,2,3,lose
4516,base,no_limit,3,2,win
4516,no_limit,base,3,2,win
4517,base,no_limit,3,2,win
4517,no_limit,base,3,2,win
4518,base,no_limit,3,2,win
4518,no_limit,base,3,2,win
4519,base,no_limit,3,2,win
4519,no_limit,base,2,3,lose
4520,base,no_limit,3,2,win
4520,no_limit,base,2,3,lose
4521,base,no_limit,2,3,lose
4521,no_limit,base,3,2,win
4522,base,no_limit,2,3,lose
4522,no_limit,base,2,3,lose
4523,base,no_limit,2,3,lose
4523,no_limit,base,3,2,win
4524,base,no_limit,2,3,lose
4524,no_limit,base,3,2,win
4525,base,no_limit,3,2,win
4525,no_limit,base,2,3,lose
4526,base,no_limit,2,3,lose
4526,no_limit,base,2,3,lose
4527,base,no_limit,2,3,lose
4527,no_limit,base,2,3,lose
4528,base,no_limit,2,3,lose
4528,no_limit,base,3,2,win
4529,base,no_limit,3,2,win
4529,no_limit,base,2,3,lose
4530,base,no_limit,2,3,lose
4530,no_limit,base,2,3,lose
4531,base,no_limit,3,2,win
4531,no_limit,base,2,3,lose
4532,base,no_limit,3,2,win
4532,no_limit,base,3,2,win
4533,base,no_limit,2,3,lose
4533,no_limit,base,2,3,lose
4534,base,no_limit,2,3,lose
4534,no_limit,base,1,4,lose
4535,base,no_limit,3,2,win
4535,no_limit,base,3,2,win
4536,base,no_limit,3,2,win
4536,no_limit,base,3,2,win
4537,base,no_limit,3,2,win
4537,no_limit,base,2,3,lose
4538,base,no_limit,3,2,win
4538,no_limit,base,2,3,lose
4539,base,no_limit,3,2,win
4539,no_limit,base,3,2,win
4540,base,no_limit,2,3,lose
4540,no_limit,base,3,2,win
4541,base,no_limit,3,2,win
4541,no_limit,base,2,3,lose
4542,base,no_limit,3,2,win
4542,no_limit,base,2,3,lose
4543,base,no_limit,4,1,win
4543,no_limit,base,2,3,lose
4544,base,no_limit,4,1,win
4544,no_limit,base,3,2,win
4545,base,no_limit,2,3,lose
4545,no_limit,base,2,3,lose
4546,base,no_limit,3,2,win
4546,no_limit,base,2,3,lose
4547,base,no_limit,2,3,lose
4547,no_limit,base,3,2,win
