episode,agent,opponent,goals_scored,goals_conceded,result
1342,no_limit,base,4,1,win
1343,base,no_limit,2,3,lose
1343,no_limit,base,3,2,win
1344,base,no_limit,3,2,win
1344,no_limit,base,2,3,lose
1345,base,no_limit,2,3,lose
1345,no_limit,base,3,2,win
1346,base,no_limit,3,2,win
1346,no_limit,base,3,2,win
1347,base,no_limit,2,3,lose
1347,no_limit,base,2,3,lose
1348,base,no_limit,2,3,lose
1348,no_limit,base,3,2,win
1349,base,no_limit,3,2,win
1349,no_limit,base,2,3,lose
1350,base,no_limit,3,2,win
1350,no_limit,base,3,2,win
1351,base,no_limit,3,2,win
1351,no_limit,base,3,2,win
1352,base,no_limit,3,2,win
1352,no_limit,base,2,3,lose
1353,base,no_limit,3,2,win
1353,no_limit,base,2,3,lose
1354,base,no_limit,3,2,win
1354,no_limit,base,2,3,lose
1355,base,no_limit,3,2,win
1355,no_limit,base,3,2,win
1356,base,no_limit,3,2,win
1356,no_limit,base,3,2,win
1357,base,no_limit,3,2,win
1357,no_limit,base,2,3,lose
1358,base,no_limit,3,2,win
1358,no_limit,base,3,2,win
1359,base,no_limit,3,2,win
1359,no_limit,base,2,3,lose
1360,base,no_limit,2,3,lose
1360,no_limit,base,3,2,win
1361,base,no_limit,3,2,win
1361,no_limit,base,3,2,win
1362,base,no_limit,3,2,win
1362,no_limit,base,2,3,lose
1363,base,no_limit,3,2,win
1363,no_limit,base,2,3,lose
1364,base,no_limit,3,2,win
1364,no_limit,base,2,3,lose
1365,base,no_limit,3,2,win
1365,no_limit,base,3,2,win
1366,base,no_limit,3,2,win
1366,no_limit,base,3,2,win
1367,base,no_limit,2,3,lose
1367,no_limit,base,3,2,win
1368,base,no_limit,3,2,win
1368,no_limit,base,3,2,win
1369,base,no_limit,3,2,win
1369,no_limit,base,2,3,lose
1370,base,no_limit,2,3,lose
1370,no_limit,base,2,3,lose
1371,base,no_limit,2,3,lose
1371,no_limit,base,3,2,win
1372,base,no_limit,3,2,win
1372,no_limit,base,2,3,lose
1373,base,no_limit,3,2,win
1373,no_limit,base,3,2,win
1374,base,no_limit,2,3,lose
1374,no_limit,base,3,2,win
1375,base,no_limit,3,2,win
1375,no_limit,base,2,3,lose
1376,base,no_limit,2,3,lose
1376,no_limit,base,2,3,lose
1377,base,no_limit,2,3,lose
1377,no_limit,base,2,3,lose
1378,base,no_limit,3,2,win
1378,no_limit,base,3,2,win
1379,base,no_limit,3,2,win
1379,no_limit,base,3,2,win
1380,base,no_limit,2,3,lose
1380,no_limit,base,3,2,win
1381,base,no_limit,3,2,win
1381,no_limit,base,2,3,lose
1382,base,no_limit,2,3,lose
1382,no_limit,base,2,3,lose
1383,base,no_limit,3,2,win
1383,no_limit,base,3,2,win
1384,base,no_limit,3,2,win
1384,no_limit,base,3,2,win
1385,base,no_limit,3,2,win
1385,no_limit,base,4,1,win
1386,base,no_limit,3,2,win
1386,no_limit,base,3,2,win
1387,base,no_limit,3,2,win
1387,no_limit,base,2,3,lose
1388,base,no_limit,3,2,win
1388,no_limit,base,3,2,win
1389,base,no_limit,3,2,win
1389,no_limit,base,3,2,win
1390,base,no_limit,2,3,lose
1390,no_limit,base,2,3,lose
1391,base,no_limit,2,3,lose
1391,no_limit,base,2,3,lose
1392,base,no_limit,3,2,win
1392,no_limit,base,2,3,lose
1393,base,no_limit,2,3,lose
1393,no_limit,base,2,3,lose
1394,base,no_limit,3,2,win
1394,no_limit,base,3,2,win
1395,base,no_limit,3,2,win
1395,no_limit,base,3,2,win
1396,base,no_limit,3,2,win
1396,no_limit,base,1,4,lose
1397,base,no_limit,3,2,win
1397,no_limit,base,2,3,lose
1398,base,no_limit,4,1,win
1398,no_limit,base,3,2,win
1399,base,no_limit,3,2,win
1399,no_limit,base,3,2,win
1400,base,no_limit,3,2,win
1400,no_limit,base,3,2,win
1401,base,no_limit,3,2,win
1401,no_limit,base,3,2,win
1402,base,no_limit,2,3,lose
1402,no_limit,base,2,3,lose
1403,base,no_limit,3,2,win
1403,no_limit,base,2,3,lose
1404,base,no_limit,3,2,win
1404,no_limit,base,2,3,lose
1405,base,no_limit,2,3,lose
1405,no_limit,base,2,3,lose
1406,base,no_limit,3,2,win
1406,no_limit,base,2,3,lose
1407,base,no_limit,2,3,lose
1407,no_limit,base,2,3,lose
1408,base,no_limit,3,2,win
1408,no_limit,base,2,3,lose
1409,base,no_limit,3,2,win
1409,no_limit,base,3,2,win
1410,base,no_limit,3,2,win
1410,no_limit,base,3,2,win
1411,base,no_limit,3,2,win
1411,no_limit,base,3,2,win
1412,base,no_limit,3,2,win
1412,no_limit,base,2,3,lose
1413,base,no_limit,2,3,lose
1413,no_limit,base,2,3,lose
1414,base,no_limit,3,2,win
1414,no_limit,base,3,2,win
1415,base,no_limit,3,2,win
1415,no_limit,base,2,3,lose
1416,base,no_limit,2,3,lose
1416,no_limit,base,2,3,lose
1417,base,no_limit,3,2,win
1417,no_limit,base,4,1,win
1418,base,no_limit,3,2,win
1418,no_limit,base,2,3,lose
1419,base,no_limit,2,3,lose
1419,no_limit,base,2,3,lose
1420,base,no_limit,3,2,win
1420,no_limit,base,3,2,win
1421,base,no_limit,3,2,win
1421,no_limit,base,2,3,lose
1422,base,no_limit,2,3,lose
1422,no_limit,base,2,3,lose
1423,base,no_limit,3,2,win
1423,no_limit,base,2,3,lose
1424,base,no_limit,3,2,win
1424,no_limit,base,3,2,win
1425,base,no_limit,3,2,win
1425,no_limit,base,3,2,win
1426,base,no_limit,2,3,lose
1426,no_limit,base,3,2,win
1427,base,no_limit,3,2,win
1427,no_limit,base,2,3,lose
1428,base,no_limit,3,2,win
1428,no_limit,base,2,3,lose
1429,base,no_limit,4,1,win
1429,no_limit,base,2,3,lose
1430,base,no_limit,3,2,win
1430,no_limit,base,2,3,lose
1431,base,no_limit,3,2,win
1431,no_limit,base,2,3,lose
1432,base,no_limit,2,3,lose
1432,no_limit,base,2,3,lose
1433,base,no_limit,3,2,win
1433,no_limit,base,3,2,win
1434,base,no_limit,2,3,lose
1434,no_limit,base,2,3,lose
1435,base,no_limit,2,3,lose
1435,no_limit,base,3,2,win
1436,base,no_limit,2,3,lose
1436,no_limit,base,3,2,win
1437,base,no_limit,2,3,lose
1437,no_limit,base,2,3,lose
1438,base,no_limit,3,2,win
1438,no_limit,base,2,3,lose
1439,base,no_limit,3,2,win
1439,no_limit,base,2,3,lose
1440,base,no_limit,2,3,lose
1440,no_limit,base,3,2,win
1441,base,no_limit,2,3,lose
1441,no_limit,base,2,3,lose
1442,base,no_limit,2,3,lose
1442,no_limit,base,2,3,lose
1443,base,no_limit,3,2,win
1443,no_limit,base,2,3,lose
1444,base,no_limit,3,2,win
1444,no_limit,base,2,3,lose
1445,base,no_limit,3,2,win
1445,no_limit,base,3,2,win
1446,base,no_limit,3,2,win
1446,no_limit,base,2,3,lose
1447,base,no_limit,2,3,lose
1447,no_limit,base,3,2,win
1448,base,no_limit,3,2,win
1448,no_limit,base,3,2,win
1449,base,no_limit,3,2,win
1449,no_limit,base,3,2,win
1450,base,no_limit,2,3,lose
1450,no_limit,base,2,3,lose
1451,base,no_limit,3,2,win
1451,no_limit,base,3,2,win
1452,base,no_limit,2,3,lose
1452,no_limit,base,2,3,lose
1453,base,no_limit,3,2,win
1453,no_limit,base,2,3,lose
1454,base,no_limit,3,2,win
1454,no_limit,base,2,3,lose
1455,base,no_limit,2,3,lose
1455,no_limit,base,3,2,win
1456,base,no_limit,3,2,win
1456,no_limit,base,3,2,win
1457,base,no_limit,2,3,lose
1457,no_limit,base,3,2,win
1458,base,no_limit,2,3,lose
1458,no_limit,base,2,3,lose
1459,base,no_limit,2,3,lose
1459,no_limit,base,3,2,win
1460,base,no_limit,2,3,lose
1460,no_limit,base,2,3,lose
1461,base,no_limit,3,2,win
1461,no_limit,base,2,3,lose
1462,base,no_limit,3,2,win
1462,no_limit,base,3,2,win
1463,base,no_limit,3,2,win
1463,no_limit,base,2,3,lose
1464,base,no_limit,2,3,lose
1464,no_limit,base,2,3,lose
1465,base,no_limit,2,3,lose
1465,no_limit,base,2,3,lose
1466,base,no_limit,3,2,win
1466,no_limit,base,3,2,win
1467,base,no_limit,3,2,win
1467,no_limit,base,2,3,lose
1468,base,no_limit,3,2,win
1468,no_limit,base,3,2,win
1469,base,no_limit,3,2,win
1469,no_limit,base,3,2,win
1470,base,no_limit,2,3,lose
1470,no_limit,base,3,2,win
1471,base,no_limit,3,2,win
1471,no_limit,base,3,2,win
1472,base,no_limit,3,2,win
1472,no_limit,base,2,3,lose
1473,base,no_limit,3,2,win
1473,no_limit,base,3,2,win
1474,base,no_limit,3,2,win
1474,no_limit,base,2,3,lose
1475,base,no_limit,3,2,win
1475,no_limit,base,2,3,lose
1476,base,no_limit,3,2,win
1476,no_limit,base,2,3,lose
1477,base,no_limit,2,3,lose
1477,no_limit,base,3,2,win
1478,base,no_limit,3,2,win
1478,no_limit,base,3,2,win
1479,base,no_limit,3,2,win
1479,no_limit,base,2,3,lose
1480,base,no_limit,3,2,win
1480,no_limit,base,2,3,lose
1481,base,no_limit,3,2,win
1481,no_limit,base,3,2,win
1482,base,no_limit,3,2,win
1482,no_limit,base,3,2,win
1483,base,no_limit,4,1,win
1483,no_limit,base,3,2,win
1484,base,no_limit,3,2,win
1484,no_limit,base,2,3,lose
1485,base,no_limit,2,3,lose
1485,no_limit,base,2,3,lose
1486,base,no_limit,2,3,lose
1486,no_limit,base,3,2,win
1487,base,no_limit,3,2,win
1487,no_limit,base,2,3,lose
1488,base,no_limit,3,2,win
1488,no_limit,base,2,3,lose
1489,base,no_limit,3,2,win
1489,no_limit,base,2,3,lose
1490,base,no_limit,2,3,lose
1490,no_limit,base,2,3,lose
1491,base,no_limit,3,2,win
1491,no_limit,base,2,3,lose
1492,base,no_limit,3,2,win
1492,no_limit,base,3,2,win
1493,base,no_limit,2,3,lose
1493,no_limit,base,2,3,lose
1494,base,no_limit,3,2,win
1494,no_limit,base,2,3,lose
1495,base,no_limit,3,2,win
1495,no_limit,base,2,3,lose
1496,base,no_limit,3,2,win
1496,no_limit,base,3,2,win
1497,base,no_limit,3,2,win
1497,no_limit,base,2,3,lose
1498,base,no_limit,2,3,lose
1498,no_limit,base,2,3,lose
1499,base,no_limit,2,3,lose
1499,no_limit,base,3,2,win
1500,base,no_limit,4,1,win
1500,no_limit,base,3,2,win
1501,base,no_limit,3,2,win
1501,no_limit,base,3,2,win
1502,base,no_limit,2,3,lose
1502,no_limit,base,3,2,win
1503,base,no_limit,3,2,win
1503,no_limit,base,3,2,win
1504,base,no_limit,2,3,lose
1504,no_limit,base,2,3,lose
1505,base,no_limit,2,3,lose
1505,no_limit,base,2,3,lose
1506,base,no_limit,3,2,win
1506,no_limit,base,3,2,win
1507,base,no_limit,2,3,lose
1507,no_limit,base,2,3,lose
1508,base,no_limit,3,2,win
1508,no_limit,base,2,3,lose
1509,base,no_limit,2,3,lose
1509,no_limit,base,2,3,lose
1510,base,no_limit,1,4,lose
1510,no_limit,base,2,3,lose
1511,base,no_limit,2,3,lose
1511,no_limit,base,3,2,win
1512,base,no_limit,2,3,lose
1512,no_limit,base,2,3,lose
1513,base,no_limit,2,3,lose
1513,no_limit,base,3,2,win
1514,base,no_limit,3,2,win
1514,no_limit,base,2,3,lose
1515,base,no_limit,2,3,lose
1515,no_limit,base,3,2,win
1516,base,no_limit,2,3,lose
1516,no_limit,base,3,2,win
1517,base,no_limit,3,2,win
1517,no_limit,base,2,3,lose
1518,base,no_limit,3,2,win
1518,no_limit,base,2,3,lose
1519,base,no_limit,2,3,lose
1519,no_limit,base,3,2,win
1520,base,no_limit,3,2,win
1520,no_limit,base,3,2,win
1521,base,no_limit,3,2,win
1521,no_limit,base,3,2,win
1522,base,no_limit,3,2,win
1522,no_limit,base,2,3,lose
1523,base,no_limit,2,3,lose
1523,no_limit,base,3,2,win
1524,base,no_limit,3,2,win
1524,no_limit,base,2,3,lose
1525,base,no_limit,3,2,win
1525,no_limit,base,2,3,lose
1526,base,no_limit,2,3,lose
1526,no_limit,base,2,3,lose
1527,base,no_limit,2,3,lose
1527,no_limit,base,2,3,lose
1528,base,no_limit,2,3,lose
1528,no_limit,base,2,3,lose
1529,base,no_limit,3,2,win
1529,no_limit,base,2,3,lose
1530,base,no_limit,3,2,win
1530,no_limit,base,2,3,lose
1531,base,no_limit,2,3,lose
1531,no_limit,base,3,2,win
1532,base,no_limit,2,3,lose
1532,no_limit,base,2,3,lose
1533,base,no_limit,3,2,win
1533,no_limit,base,3,2,win
1534,base,no_limit,2,3,lose
1534,no_limit,base,2,3,lose
1535,base,no_limit,3,2,win
1535,no_limit,base,2,3,lose
1536,base,no_limit,2,3,lose
1536,no_limit,base,3,2,win
1537,base,no_limit,3,2,win
1537,no_limit,base,2,3,lose
1538,base,no_limit,2,3,lose
1538,no_limit,base,3,2,win
1539,base,no_limit,4,1,win
1539,no_limit,base,3,2,win
1540,base,no_limit,2,3,lose
1540,no_limit,base,3,2,win
1541,base,no_limit,3,2,win
1541,no_limit,base,2,3,lose
1542,base,no_limit,3,2,win
1542,no_limit,base,3,2,win
1543,base,no_limit,3,2,win
1543,no_limit,base,3,2,win
1544,base,no_limit,2,3,lose
1544,no_limit,base,3,2,win
1545,base,no_limit,2,3,lose
1545,no_limit,base,2,3,lose
1546,base,no_limit,3,2,win
1546,no_limit,base,2,3,lose
1547,base,no_limit,3,2,win
1547,no_limit,base,2,3,lose
1548,base,no_limit,3,2,win
1548,no_limit,base,2,3,lose
1549,base,no_limit,2,3,lose
1549,no_limit,base,3,2,win
1550,base,no_limit,2,3,lose
1550,no_limit,base,2,3,lose
1551,base,no_limit,2,3,lose
1551,no_limit,base,3,2,win
1552,base,no_limit,3,2,win
1552,no_limit,base,3,2,win
1553,base,no_limit,3,2,win
1553,no_limit,base,2,3,lose
1554,base,no_limit,3,2,win
1554,no_limit,base,2,3,lose
1555,base,no_limit,3,2,win
1555,no_limit,base,2,3,lose
1556,base,no_limit,3,2,win
1556,no_limit,base,2,3,lose
1557,base,no_limit,2,3,lose
1557,no_limit,base,2,3,lose
1558,base,no_limit,3,2,win
1558,no_limit,base,2,3,lose
1559,base,no_limit,3,2,win
1559,no_limit,base,2,3,lose
1560,base,no_limit,3,2,win
1560,no_limit,base,3,2,win
1561,base,no_limit,2,3,lose
1561,no_limit,base,3,2,win
1562,base,no_limit,2,3,lose
1562,no_limit,base,2,3,lose
1563,base,no_limit,2,3,lose
1563,no_limit,base,2,3,lose
1564,base,no_limit,3,2,win
1564,no_limit,base,3,2,win
1565,base,no_limit,2,3,lose
1565,no_limit,base,2,3,lose
1566,base,no_limit,2,3,lose
1566,no_limit,base,2,3,lose
1567,base,no_limit,2,3,lose
1567,no_limit,base,2,3,lose
1568,base,no_limit,3,2,win
1568,no_limit,base,2,3,lose
1569,base,no_limit,3,2,win
1569,no_limit,base,2,3,lose
1570,base,no_limit,3,2,win
1570,no_limit,base,3,2,win
1571,base,no_limit,3,2,win
1571,no_limit,base,3,2,win
1572,base,no_limit,3,2,win
1572,no_limit,base,2,3,lose
1573,base,no_limit,2,3,lose
1573,no_limit,base,3,2,win
1574,base,no_limit,2,3,lose
1574,no_limit,base,2,3,lose
1575,base,no_limit,3,2,win
1575,no_limit,base,3,2,win
1576,base,no_limit,3,2,win
1576,no_limit,base,3,2,win
1577,base,no_limit,3,2,win
1577,no_limit,base,2,3,lose
1578,base,no_limit,3,2,win
1578,no_limit,base,3,2,win
1579,base,no_limit,3,2,win
1579,no_limit,base,2,3,lose
1580,base,no_limit,3,2,win
1580,no_limit,base,2,3,lose
1581,base,no_limit,3,2,win
1581,no_limit,base,2,3,lose
1582,base,no_limit,4,1,win
1582,no_limit,base,3,2,win
1583,base,no_limit,3,2,win
1583,no_limit,base,3,2,win
1584,base,no_limit,3,2,win
1584,no_limit,base,2,3,lose
1585,base,no_limit,2,3,lose
1585,no_limit,base,3,2,win
1586,base,no_limit,2,3,lose
1586,no_limit,base,3,2,win
1587,base,no_limit,3,2,win
1587,no_limit,base,2,3,lose
1588,base,no_limit,4,1,win
1588,no_limit,base,2,3,lose
1589,base,no_limit,2,3,lose
1589,no_limit,base,2,3,lose
1590,base,no_limit,3,2,win
1590,no_limit,base,2,3,lose
1591,base,no_limit,3,2,win
1591,no_limit,base,4,1,win
1592,base,no_limit,3,2,win
1592,no_limit,base,2,3,lose
1593,base,no_limit,3,2,win
1593,no_limit,base,2,3,lose
1594,base,no_limit,2,3,lose
1594,no_limit,base,3,2,win
1595,base,no_limit,3,2,win
1595,no_limit,base,2,3,lose
1596,base,no_limit,3,2,win
1596,no_limit,base,3,2,win
1597,base,no_limit,2,3,lose
1597,no_limit,base,2,3,lose
1598,base,no_limit,2,3,lose
1598,no_limit,base,2,3,lose
1599,base,no_limit,3,2,win
1599,no_limit,base,2,3,lose
1600,base,no_limit,3,2,win
1600,no_limit,base,3,2,win
1601,base,no_limit,2,3,lose
1601,no_limit,base,3,2,win
1602,base,no_limit,2,3,lose
1602,no_limit,base,2,3,lose
1603,base,no_limit,3,2,win
1603,no_limit,base,2,3,lose
1604,base,no_limit,2,3,lose
1604,no_limit,base,2,3,lose
1605,base,no_limit,3,2,win
1605,no_limit,base,3,2,win
1606,base,no_limit,2,3,lose
1606,no_limit,base,2,3,lose
1607,base,no_limit,3,2,win
1607,no_limit,base,3,2,win
1608,base,no_limit,2,3,lose
1608,no_limit,base,2,3,lose
1609,base,no_limit,2,3,lose
1609,no_limit,base,3,2,win
1610,base,no_limit,2,3,lose
1610,no_limit,base,3,2,win
1611,base,no_limit,2,3,lose
1611,no_limit,base,2,3,lose
1612,base,no_limit,3,2,win
1612,no_limit,base,2,3,lose
1613,base,no_limit,3,2,win
1613,no_limit,base,2,3,lose
1614,base,no_limit,3,2,win
1614,no_limit,base,3,2,win
1615,base,no_limit,3,2,win
1615,no_limit,base,2,3,lose
1616,base,no_limit,3,2,win
1616,no_limit,base,3,2,win
1617,base,no_limit,3,2,win
1617,no_limit,base,3,2,win
1618,base,no_limit,3,2,win
1618,no_limit,base,2,3,lose
1619,base,no_limit,3,2,win
1619,no_limit,base,3,2,win
1620,base,no_limit,2,3,lose
1620,no_limit,base,2,3,lose
1621,base,no_limit,3,2,win
1621,no_limit,base,3,2,win
1622,base,no_limit,2,3,lose
1622,no_limit,base,2,3,lose
1623,base,no_limit,2,3,lose
1623,no_limit,base,2,3,lose
1624,base,no_limit,2,3,lose
1624,no_limit,base,2,3,lose
1625,base,no_limit,3,2,win
1625,no_limit,base,3,2,win
1626,base,no_limit,3,2,win
1626,no_limit,base,2,3,lose
1627,base,no_limit,3,2,win
1627,no_limit,base,3,2,win
1628,base,no_limit,3,2,win
1628,no_limit,base,3,2,win
1629,base,no_limit,3,2,win
1629,no_limit,base,3,2,win
1630,base,no_limit,3,2,win
1630,no_limit,base,3,2,win
1631,base,no_limit,2,3,lose
1631,no_limit,base,2,3,lose
1632,base,no_limit,2,3,lose
1632,no_limit,base,2,3,lose
1633,base,no_limit,3,2,win
1633,no_limit,base,2,3,lose
1634,base,no_limit,3,2,win
1634,no_limit,base,2,3,lose
1635,base,no_limit,3,2,win
1635,no_limit,base,3,2,win
1636,base,no_limit,3,2,win
1636,no_limit,base,2,3,lose
1637,base,no_limit,3,2,win
1637,no_limit,base,3,2,win
1638,base,no_limit,3,2,win
1638,no_limit,base,3,2,win
1639,base,no_limit,3,2,win
1639,no_limit,base,2,3,lose
1640,base,no_limit,3,2,win
1640,no_limit,base,3,2,win
1641,base,no_limit,3,2,win
1641,no_limit,base,3,2,win
1642,base,no_limit,3,2,win
1642,no_limit,base,3,2,win
1643,base,no_limit,3,2,win
1643,no_limit,base,2,3,lose
1644,base,no_limit,3,2,win
1644,no_limit,base,3,2,win
1645,base,no_limit,3,2,win
1645,no_limit,base,3,2,win
1646,base,no_limit,2,3,lose
1646,no_limit,base,2,3,lose
1647,base,no_limit,3,2,win
1647,no_limit,base,3,2,win
1648,base,no_limit,2,3,lose
1648,no_limit,base,2,3,lose
1649,base,no_limit,3,2,win
1649,no_limit,base,2,3,lose
1650,base,no_limit,2,3,lose
1650,no_limit,base,2,3,lose
1651,base,no_limit,2,3,lose
1651,no_limit,base,2,3,lose
1652,base,no_limit,3,2,win
1652,no_limit,base,2,3,lose
1653,base,no_limit,3,2,win
1653,no_limit,base,2,3,lose
1654,base,no_limit,2,3,lose
1654,no_limit,base,2,3,lose
1655,base,no_limit,3,2,win
1655,no_limit,base,3,2,win
1656,base,no_limit,3,2,win
1656,no_limit,base,3,2,win
1657,base,no_limit,3,2,win
1657,no_limit,base,2,3,lose
1658,base,no_limit,2,3,lose
1658,no_limit,base,3,2,win
1659,base,no_limit,3,2,win
1659,no_limit,base,3,2,win
1660,base,no_limit,2,3,lose
1660,no_limit,base,3,2,win
1661,base,no_limit,3,2,win
1661,no_limit,base,2,3,lose
1662,base,no_limit,3,2,win
1662,no_limit,base,3,2,win
1663,base,no_limit,3,2,win
1663,no_limit,base,2,3,lose
1664,base,no_limit,2,3,lose
1664,no_limit,base,2,3,lose
1665,base,no_limit,3,2,win
1665,no_limit,base,2,3,lose
1666,base,no_limit,2,3,lose
1666,no_limit,base,3,2,win
1667,base,no_limit,2,3,lose
1667,no_limit,base,2,3,lose
1668,base,no_limit,3,2,win
1668,no_limit,base,3,2,win
1669,base,no_limit,2,3,lose
1669,no_limit,base,3,2,win
1670,base,no_limit,2,3,lose
1670,no_limit,base,2,3,lose
1671,base,no_limit,3,2,win
1671,no_limit,base,2,3,lose
1672,base,no_limit,3,2,win
1672,no_limit,base,2,3,lose
1673,base,no_limit,3,2,win
1673,no_limit,base,2,3,lose
1674,base,no_limit,3,2,win
1674,no_limit,base,3,2,win
1675,base,no_limit,3,2,win
1675,no_limit,base,2,3,lose
1676,base,no_limit,3,2,win
1676,no_limit,base,3,2,win
1677,base,no_limit,4,1,win
1677,no_limit,base,3,2,win
1678,base,no_limit,2,3,lose
1678,no_limit,base,2,3,lose
1679,base,no_limit,2,3,lose
1679,no_limit,base,3,2,win
1680,base,no_limit,2,3,lose
1680,no_limit,base,4,1,win
1681,base,no_limit,3,2,win
1681,no_limit,base,2,3,lose
1682,base,no_limit,2,3,lose
1682,no_limit,base,3,2,win
1683,base,no_limit,3,2,win
1683,no_limit,base,3,2,win
1684,base,no_limit,3,2,win
1684,no_limit,base,3,2,win
1685,base,no_limit,2,3,lose
1685,no_limit,base,3,2,win
1686,base,no_limit,3,2,win
1686,no_limit,base,3,2,win
1687,base,no_limit,3,2,win
1687,no_limit,base,2,3,lose
1688,base,no_limit,3,2,win
1688,no_limit,base,3,2,win
1689,base,no_limit,2,3,lose
1689,no_limit,base,2,3,lose
1690,base,no_limit,2,3,lose
1690,no_limit,base,2,3,lose
1691,base,no_limit,2,3,lose
1691,no_limit,base,2,3,lose
1692,base,no_limit,3,2,win
1692,no_limit,base,2,3,lose
1693,base,no_limit,3,2,win
1693,no_limit,base,2,3,lose
1694,base,no_limit,2,3,lose
1694,no_limit,base,3,2,win
1695,base,no_limit,2,3,lose
1695,no_limit,base,3,2,win
1696,base,no_limit,2,3,lose
1696,no_limit,base,2,3,lose
1697,base,no_limit,3,2,win
1697,no_limit,base,2,3,lose
1698,base,no_limit,3,2,win
1698,no_limit,base,2,3,lose
1699,base,no_limit,3,2,win
1699,no_limit,base,2,3,lose
1700,base,no_limit,3,2,win
1700,no_limit,base,2,3,lose
1701,base,no_limit,3,2,win
1701,no_limit,base,3,2,win
1702,base,no_limit,3,2,win
1702,no_limit,base,2,3,lose
1703,base,no_limit,3,2,win
1703,no_limit,base,3,2,win
1704,base,no_limit,3,2,win
1704,no_limit,base,2,3,lose
1705,base,no_limit,3,2,win
1705,no_limit,base,3,2,win
1706,base,no_limit,3,2,win
1706,no_limit,base,2,3,lose
1707,base,no_limit,3,2,win
1707,no_limit,base,3,2,win
1708,base,no_limit,3,2,win
1708,no_limit,base,2,3,lose
1709,base,no_limit,3,2,win
1709,no_limit,base,2,3,lose
1710,base,no_limit,3,2,win
1710,no_limit,base,2,3,lose
1711,base,no_limit,3,2,win
1711,no_limit,base,2,3,lose
1712,base,no_limit,3,2,win
1712,no_limit,base,2,3,lose
1713,base,no_limit,2,3,lose
1713,no_limit,base,2,3,lose
1714,base,no_limit,2,3,lose
1714,no_limit,base,3,2,win
1715,base,no_limit,3,2,win
1715,no_limit,base,3,2,win
1716,base,no_limit,3,2,win
1716,no_limit,base,3,2,win
1717,base,no_limit,2,3,lose
1717,no_limit,base,3,2,win
1718,base,no_limit,2,3,lose
1718,no_limit,base,2,3,lose
1719,base,no_limit,3,2,win
1719,no_limit,base,3,2,win
1720,base,no_limit,2,3,lose
1720,no_limit,base,3,2,win
1721,base,no_limit,3,2,win
1721,no_limit,base,3,2,win
1722,base,no_limit,4,1,win
1722,no_limit,base,2,3,lose
1723,base,no_limit,2,3,lose
1723,no_limit,base,2,3,lose
1724,base,no_limit,3,2,win
1724,no_limit,base,3,2,win
1725,base,no_limit,3,2,win
1725,no_limit,base,3,2,win
1726,base,no_limit,3,2,win
1726,no_limit,base,2,3,lose
1727,base,no_limit,3,2,win
1727,no_limit,base,3,2,win
1728,base,no_limit,2,3,lose
1728,no_limit,base,2,3,lose
1729,base,no_limit,3,2,win
1729,no_limit,base,2,3,lose
1730,base,no_limit,3,2,win
1730,no_limit,base,2,3,lose
1731,base,no_limit,3,2,win
1731,no_limit,base,3,2,win
1732,base,no_limit,2,3,lose
1732,no_limit,base,2,3,lose
1733,base,no_limit,2,3,lose
1733,no_limit,base,3,2,win
1734,base,no_limit,3,2,win
1734,no_limit,base,3,2,win
1735,base,no_limit,2,3,lose
1735,no_limit,base,3,2,win
1736,base,no_limit,3,2,win
1736,no_limit,base,3,2,win
1737,base,no_limit,2,3,lose
1737,no_limit,base,3,2,win
1738,base,no_limit,3,2,win
1738,no_limit,base,2,3,lose
1739,base,no_limit,3,2,win
1739,no_limit,base,3,2,win
1740,base,no_limit,3,2,win
1740,no_limit,base,3,2,win
1741,base,no_limit,3,2,win
1741,no_limit,base,2,3,lose
1742,base,no_limit,3,2,win
1742,no_limit,base,2,3,lose
1743,base,no_limit,2,3,lose
1743,no_limit,base,3,2,win
1744,base,no_limit,3,2,win
1744,no_limit,base,2,3,lose
1745,base,no_limit,2,3,lose
1745,no_limit,base,2,3,lose
1746,base,no_limit,3,2,win
1746,no_limit,base,3,2,win
1747,base,no_limit,2,3,lose
1747,no_limit,base,3,2,win
1748,base,no_limit,3,2,win
1748,no_limit,base,2,3,lose
1749,base,no_limit,2,3,lose
1749,no_limit,base,2,3,lose
1750,base,no_limit,2,3,lose
1750,no_limit,base,2,3,lose
1751,base,no_limit,3,2,win
1751,no_limit,base,2,3,lose
1752,base,no_limit,3,2,win
1752,no_limit,base,3,2,win
1753,base,no_limit,2,3,lose
1753,no_limit,base,2,3,lose
1754,base,no_limit,2,3,lose
1754,no_limit,base,2,3,lose
1755,base,no_limit,2,3,lose
1755,no_limit,base,3,2,win
1756,base,no_limit,3,2,win
1756,no_limit,base,3,2,win
1757,base,no_limit,3,2,win
1757,no_limit,base,3,2,win
1758,base,no_limit,3,2,win
1758,no_limit,base,2,3,lose
1759,base,no_limit,2,3,lose
1759,no_limit,base,2,3,lose
1760,base,no_limit,2,3,lose
1760,no_limit,base,3,2,win
1761,base,no_limit,3,2,win
1761,no_limit,base,2,3,lose
1762,base,no_limit,2,3,lose
1762,no_limit,base,3,2,win
1763,base,no_limit,2,3,lose
1763,no_limit,base,2,3,lose
1764,base,no_limit,3,2,win
1764,no_limit,base,3,2,win
1765,base,no_limit,3,2,win
1765,no_limit,base,2,3,lose
1766,base,no_limit,3,2,win
1766,no_limit,base,3,2,win
